name,id,desc,type,access,val
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.AlrmDT",5131,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.AlrmThrshHigh",5132,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.AlrmThrshLow",5133,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.AlrmWhatToDo",5134,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.EnAlrm",5135,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.PrbOffset",5136,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.PrbRangeMax",5137,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.PrbRangeMin",5138,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S1.PrbTyp",5139,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.AlrmDT",5140,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.AlrmThrshHigh",5141,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.AlrmThrshLow",5142,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.AlrmWhatToDo",5143,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.EnAlrm",5144,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.PrbOffset",5145,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S2.PrbTyp",5146,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.AlrmDT",5147,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.AlrmThrshHigh",5148,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.AlrmThrshLow",5149,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.AlrmWhatToDo",5150,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.EnAlrm",5151,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.PrbOffset",5152,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.PrbRangeMax",5153,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.PrbRangeMin",5154,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S3.PrbTyp",5155,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.AlrmDT",5156,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.AlrmThrshHigh",5157,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.AlrmThrshLow",5158,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.AlrmWhatToDo",5159,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.EnAlrm",5160,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.PrbOffset",5161,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_2.S4.PrbTyp",5162,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_1.Din1",5164,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_1.Din2",5165,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_1.DoutA",5166,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_1.DoutB",5167,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_2.Din1",5168,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_2.Din2",5169,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_2.DoutA",5170,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfgIn_EVDEVO2Emb_2.DoutB",5171,"Relays configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.AlrmDT",5172,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.AlrmThrshHigh",5173,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.AlrmThrshLow",5174,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.AlrmWhatToDo",5175,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.EnAlrm",5176,"Relays configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.PrbOffset",5177,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.PrbRangeMax",5178,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.PrbRangeMin",5179,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S1.PrbTyp",5180,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.AlrmDT",5181,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.AlrmThrshHigh",5182,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.AlrmThrshLow",5183,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.AlrmWhatToDo",5184,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.EnAlrm",5185,"Relays configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.PrbOffset",5186,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S2.PrbTyp",5187,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.AlrmDT",5188,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.AlrmThrshHigh",5189,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.AlrmThrshLow",5190,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.AlrmWhatToDo",5191,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.EnAlrm",5192,"Relays configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.PrbOffset",5193,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.PrbRangeMax",5194,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.PrbRangeMin",5195,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S3.PrbTyp",5196,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.AlrmDT",5197,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.AlrmThrshHigh",5198,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.AlrmThrshLow",5199,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.AlrmWhatToDo",5200,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.EnAlrm",5201,"Relays configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.PrbOffset",5202,"Relays configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_1.S4.PrbTyp",5203,"Relays configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_2.Din1",5204,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_2.Din2",5205,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_2.DoutA",5206,"Relays configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.ReleCfg_EVDEVO2Emb_2.DoutB",5207,"Relays configuration parameters (output)",INT,RW,0
"BLDC_RotConf.LdDwnT",5217,"Configuration heaters for heating - Delay time between two off requests in seconds",INT,RW,5
"BLDC_RotConf.LdUpT",5218,"Configuration heaters for heating - Delay time between two on requests in seconds",INT,RW,60
"BLDC_RotConf.PmpDwnTyp",5219,"Configuration heaters for heating - Configuration heaters for heating",INT,RW,0
"BLDC_RotConf.RotTyp",5220,"Configuration heaters for heating - Configuration heaters for heating",INT,RW,3
"BMS_Addr",5221,"BMS address",USINT,RW,1
"BMS_Parity",5222,"BMS parity",INT,RW,0
"BMS_StopBit",5223,"BMS stopbit",INT,RW,2
"BoardTyp[1]",5224,"Type of board (12 = c.pCO, 13 = uPC, 14 = c.pCO mini) and size (10 = Large, 11 = Medium, 12 = Small, 13 = XL, 20 = Basic, 21 = Enhanced, 22 = High End)",UDINT,R,12
"BoardTyp[2]",5225,"Type of board (12 = c.pCO, 13 = uPC, 14 = c.pCO mini) and size (10 = Large, 11 = Medium, 12 = Small, 13 = XL, 20 = Basic, 21 = Enhanced, 22 = High End)",UDINT,R,10
"Boost_Time",5229,"Time for the boost function",INT,RW,60
"Boost_function_Not",5230,"",BOOL,RW,0
"CfgErrGlobal",5249,"CfgErrGlobal",UINT,RW,0
"CfgVlv_PMDW",5298,"Valve configuration (0=Solenoid; 1=EEV; 2=EEV and Solenoid)",USINT,RW,2
"Circ1Comp1Trip.Enabled",5300,"",BOOL,RW,1
"Circ1Comp1Trip.HW_Val",5301,"Hardware value",BOOL,RW,0
"Circ1Comp1Trip.ReadVal",5302,"Input value",BOOL,RW,0
"Circ1Comp1status.Enabled",5303,"",BOOL,RW,0
"Circ1Comp1status.HW_Val",5304,"Hardware value",BOOL,RW,0
"Circ1Comp1status.ReadVal",5305,"Input value",BOOL,RW,0
"Circ1Comp2Trip.Enabled",5306,"",BOOL,RW,0
"Circ1Comp2Trip.HW_Val",5307,"Hardware value",BOOL,RW,0
"Circ1Comp2Trip.ReadVal",5308,"Input value",BOOL,RW,0
"Circ1Comp2status.Enabled",5309,"",BOOL,RW,0
"Circ1Comp2status.HW_Val",5310,"Hardware value",BOOL,RW,0
"Circ1Comp2status.ReadVal",5311,"Input value",BOOL,RW,0
"Circ1Comp3Trip.Enabled",5312,"",BOOL,RW,0
"Circ1Comp3Trip.HW_Val",5313,"Hardware value",BOOL,RW,0
"Circ1Comp3Trip.ReadVal",5314,"Input value",BOOL,RW,0
"Circ1Comp3status.Enabled",5315,"",BOOL,RW,0
"Circ1Comp3status.HW_Val",5316,"Hardware value",BOOL,RW,0
"Circ1Comp3status.ReadVal",5317,"Input value",BOOL,RW,0
"Circ1RooftopFan_status.Enabled",5319,"",BOOL,RW,1
"Circ1RooftopFan_status.HW_Val",5320,"Hardware value",BOOL,RW,0
"Circ1RooftopFan_status.ReadVal",5321,"Input value",BOOL,RW,0
"Circ2Comp1Trip.Enabled",5323,"",BOOL,RW,0
"Circ2Comp1Trip.HW_Val",5324,"Hardware value",BOOL,RW,0
"Circ2Comp1Trip.ReadVal",5325,"Input value",BOOL,RW,0
"Circ2Comp1status.Enabled",5326,"",BOOL,RW,0
"Circ2Comp1status.HW_Val",5327,"Hardware value",BOOL,RW,0
"Circ2Comp1status.ReadVal",5328,"Input value",BOOL,RW,0
"Circ2Comp2Trip.Enabled",5329,"",BOOL,RW,0
"Circ2Comp2Trip.HW_Val",5330,"Hardware value",BOOL,RW,0
"Circ2Comp2Trip.ReadVal",5331,"Input value",BOOL,RW,0
"Circ2Comp2status.Enabled",5332,"",BOOL,RW,0
"Circ2Comp2status.HW_Val",5333,"Hardware value",BOOL,RW,0
"Circ2Comp2status.ReadVal",5334,"Input value",BOOL,RW,0
"Circ2Comp3Trip.Enabled",5335,"",BOOL,RW,0
"Circ2Comp3Trip.HW_Val",5336,"Hardware value",BOOL,RW,0
"Circ2Comp3Trip.ReadVal",5337,"Input value",BOOL,RW,0
"Circ2Comp3status.Enabled",5338,"",BOOL,RW,0
"Circ2Comp3status.HW_Val",5339,"Hardware value",BOOL,RW,0
"Circ2Comp3status.ReadVal",5340,"Input value",BOOL,RW,0
"Circ2RooftopFan_status.Enabled",5342,"",BOOL,RW,0
"Circ2RooftopFan_status.HW_Val",5343,"Hardware value",BOOL,RW,0
"Circ2RooftopFan_status.ReadVal",5344,"Input value",BOOL,RW,0
"Comp1_BLDC_DevPwr",5366,"BLDC power",REAL,RW,10.00
"Comp1_Circ1.Ctrl",5367,"Compressor 1 circuit 1 - Value",BOOL,RW,0
"Comp1_Circ1.Enabled",5368,"Compressor 1 circuit 1 - Digital output enabled",BOOL,RW,1
"Comp1_Circ1.HW_Val",5369,"Compressor 1 circuit 1 - Hardware value",BOOL,RW,0
"Comp1_Circ1.Man",5370,"Compressor 1 circuit 1 - Manual value",USINT,RW,0
"Comp1_Circ1.ManAct",5371,"Compressor 1 circuit 1 - Manual active",BOOL,RW,0
"Comp1_Circ2.Ctrl",5372,"Compressor 1 circuit 2 - Value",BOOL,RW,0
"Comp1_Circ2.Enabled",5373,"Compressor 1 circuit 2 - Digital output enabled",BOOL,RW,0
"Comp1_Circ2.HW_Val",5374,"Compressor 1 circuit 2 - Hardware value",BOOL,RW,0
"Comp1_Circ2.Man",5375,"Compressor 1 circuit 2 - Manual value",USINT,RW,0
"Comp1_Circ2.ManAct",5376,"Compressor 1 circuit 2 - Manual active",BOOL,RW,0
"Comp2_Circ1.Ctrl",5384,"Compressor 2 circuit 1 - Value",BOOL,RW,0
"Comp2_Circ1.Enabled",5385,"Compressor 2 circuit 1 - Digital output enabled",BOOL,RW,0
"Comp2_Circ1.HW_Val",5386,"Compressor 2 circuit 1 - Hardware value",BOOL,RW,0
"Comp2_Circ1.Man",5387,"Compressor 2 circuit 1 - Manual value",USINT,RW,0
"Comp2_Circ1.ManAct",5388,"Compressor 2 circuit 1 - Manual active",BOOL,RW,0
"Comp2_Circ2.Ctrl",5389,"Compressor 2 circuit 2 - Value",BOOL,RW,0
"Comp2_Circ2.Enabled",5390,"Compressor 2 circuit 2 - Digital output enabled",BOOL,RW,0
"Comp2_Circ2.HW_Val",5391,"Compressor 2 circuit 2 - Hardware value",BOOL,RW,0
"Comp2_Circ2.Man",5392,"Compressor 2 circuit 2 - Manual value",USINT,RW,0
"Comp2_Circ2.ManAct",5393,"Compressor 2 circuit 2 - Manual active",BOOL,RW,0
"Comp2_DevPwr",5399,"Compressor 2 power",REAL,RW,10.00
"Comp3_Circ1.Ctrl",5401,"Compressor 3 circuit 1 - Value",BOOL,RW,0
"Comp3_Circ1.Enabled",5402,"Compressor 3 circuit 1 - Digital output enabled",BOOL,RW,0
"Comp3_Circ1.HW_Val",5403,"Compressor 3 circuit 1 - Hardware value",BOOL,RW,0
"Comp3_Circ1.Man",5404,"Compressor 3 circuit 1 - Manual value",USINT,RW,0
"Comp3_Circ1.ManAct",5405,"Compressor 3 circuit 1 - Manual active",BOOL,RW,0
"Comp3_Circ2.Ctrl",5406,"Compressor 3 circuit 2 - Value",BOOL,RW,0
"Comp3_Circ2.Enabled",5407,"Compressor 3 circuit 2 - Digital output enabled",BOOL,RW,0
"Comp3_Circ2.HW_Val",5408,"Compressor 3 circuit 2 - Hardware value",BOOL,RW,0
"Comp3_Circ2.Man",5409,"Compressor 3 circuit 2 - Manual value",USINT,RW,0
"Comp3_Circ2.ManAct",5410,"Compressor 3 circuit 2 - Manual active",BOOL,RW,0
"Comp3_Circ3.Ctrl",5411,"Compressor 3 circuit 3 - Value",BOOL,RW,0
"Comp3_Circ3.Enabled",5412,"Compressor 3 circuit 3 - Digital output enabled",BOOL,RW,0
"Comp3_Circ3.HW_Val",5413,"Compressor 3 circuit 3 - Hardware value",BOOL,RW,0
"Comp3_Circ3.Man",5414,"Compressor 3 circuit 3 - Manual value",USINT,RW,0
"Comp3_Circ3.ManAct",5415,"Compressor 3 circuit 3 - Manual active",BOOL,RW,0
"Comp3_DevPwr",5416,"Not used",REAL,RW,10.00
"CompOnOffMinOffT",5417,"Time minimum OFF compressor ON//OFF device",UINT,RW,180
"CompOnOffMinOnOnSameT",5418,"Time minimum ON ON compressor ON//OFF device",UINT,RW,300
"CompOnOffMinOnT",5419,"Time minimum ON compressor ON//OFF device",UINT,RW,60
"CompPwrReq",5420,"BLDC power request",REAL,RW,0.00
"Comps_Al_Delay",5422,"compressor status alarm delay",UINT,RW,30
"Comps_StatusAl_Delay",5423,"compressor status alarm delay",UINT,RW,30
"CondRoofFan_1.Ctrl",5424,"Circuit 1 condenser fan in rooftop application - Value",BOOL,R,0
"CondRoofFan_1.Enabled",5425,"Circuit 1 condenser fan in rooftop application - Digital output enabled",BOOL,RW,0
"CondRoofFan_1.HW_Val",5426,"Circuit 1 condenser fan in rooftop application - Hardware value",BOOL,RW,0
"CondRoofFan_1.Man",5427,"Circuit 1 condenser fan in rooftop application - Manual value",USINT,RW,0
"CondRoofFan_2.Ctrl",5429,"Circuit 2 condenser fan in rooftop application - Value",BOOL,R,0
"CondRoofFan_2.Enabled",5430,"Circuit 2 condenser fan in rooftop application - Digital output enabled",BOOL,RW,0
"CondRoofFan_2.HW_Val",5431,"Circuit 2 condenser fan in rooftop application - Hardware value",BOOL,RW,0
"CondRoofFan_2.Man",5432,"Circuit 2 condenser fan in rooftop application - Manual value",USINT,RW,0
"CondRoofFan_3.Ctrl",5434,"Circuit 3 condenser fan in rooftop application - Value",BOOL,R,0
"CondRoofFan_3.Enabled",5435,"Circuit 3 condenser fan in rooftop application - Digital output enabled",BOOL,RW,0
"CondRoofFan_3.HW_Val",5436,"Circuit 3 condenser fan in rooftop application - Hardware value",BOOL,RW,0
"CondRoofFan_3.Man",5437,"Circuit 3 condenser fan in rooftop application - Manual value",USINT,RW,0
"ConstTimeOut",5442,"500ms",UDINT,RW,500
"CoolAlrm.Enabled",5444,"Digital input cooling alarm",BOOL,RW,0
"CoolAlrm.HW_Val",5445,"Digital input cooling alarm - Hardware value",BOOL,R,0
"CoolAlrm.ReadVal",5446,"Digital input cooling alarm - Input value",BOOL,RW,0
"CoolDX_ResTyp",5449,"Block cooling in mode",USINT,RW,0
"CoolExtTempThrsh",5450,"Cooling external temperature threshold",REAL,RW,25.00
"CoolHeat.Ctrl",5451,"Cool/Heat device - Value",BOOL,RW,0
"CoolHeat.Enabled",5452,"Cool/Heat device - Digital output enabled",BOOL,RW,0
"CoolHeat.HW_Val",5453,"Cool/Heat device - Hardware value",BOOL,R,0
"CoolHeat.Man",5454,"Cool/Heat device - Manual value",USINT,RW,0
"CoolHeatVlvOpenTime",5457,"Minimum cooling request",UDINT,RW,300
"CoolHeatVlv_Cl.Ctrl",5458,"Reverse 3point valve close - Value",BOOL,R,0
"CoolHeatVlv_Cl.Enabled",5459,"Reverse 3point valve close - Digital output enabled",BOOL,RW,0
"CoolHeatVlv_Cl.HW_Val",5460,"Reverse 3point valve close - Hardware value",BOOL,RW,0
"CoolHeatVlv_Cl.Man",5461,"Reverse 3point valve close - Manual value",USINT,RW,0
"CoolHeatVlv_Op.Ctrl",5463,"Reverse 3point valve open  - Value",BOOL,R,0
"CoolHeatVlv_Op.Enabled",5464,"Reverse 3point valve open  - Digital output enabled",BOOL,RW,0
"CoolHeatVlv_Op.HW_Val",5465,"Reverse 3point valve open  - Hardware value",BOOL,RW,0
"CoolHeatVlv_Op.Man",5466,"Reverse 3point valve open  - Manual value",USINT,RW,0
"CoolHeat_C2.Ctrl",5468,"Circuit 2 Cool/Heat device - Value",BOOL,RW,0
"CoolHeat_C2.Enabled",5469,"Circuit 2 Cool/Heat device - Digital output enabled",BOOL,RW,0
"CoolHeat_C2.HW_Val",5470,"Circuit 2 Cool/Heat device - Hardware value",BOOL,RW,0
"CoolHeat_C2.Man",5471,"Circuit 2 Cool/Heat device - Manual value",USINT,RW,0
"CoolHeat_C3.Ctrl",5473,"Circuit 3 Cool/Heat device - Value",BOOL,RW,0
"CoolHeat_C3.Enabled",5474,"Circuit 3 Cool/Heat device - Digital output enabled",BOOL,RW,0
"CoolHeat_C3.HW_Val",5475,"Circuit 3 Cool/Heat device - Hardware value",BOOL,RW,0
"CoolHeat_C3.Man",5476,"Circuit 3 Cool/Heat device - Manual value",USINT,RW,0
"CoolMinOffT",5478,"Time minimum OFF cooling device",UINT,RW,120
"CoolMinOnOnSameT",5479,"Time minimum ON ON cooling device",UINT,RW,300
"CoolMinOnT",5480,"Time minimum ON ccooling  device",UINT,RW,60
"CoolPmp.Ctrl",5481,"Cooling device - Value",BOOL,RW,0
"CoolPmp.Enabled",5482,"Cooling device - Digital output enabled",BOOL,RW,0
"CoolPmp.HW_Val",5483,"Cooling device - Hardware value",BOOL,RW,0
"CoolPmp.Man",5484,"Cooling device - Manual value",USINT,RW,0
"CoolRecAct",5487,"CoolRecAct",BOOL,RW,1
"CoolVlv.Ctrl",5488,"Modulating cooling output - Output value",REAL,RW,0.00
"CoolVlv.Enabled",5489,"Modulating cooling output - Analog output enabled",BOOL,RW,0
"CoolVlv.HW_Val",5490,"Modulating cooling output - Hardware value",REAL,R,0.00
"CoolVlv.Man",5491,"Modulating cooling output - Manual mode analog output",USINT,RW,0
"CoolVlvOpenTime",5494,"Minimum cooling request",UDINT,RW,300
"CoolVlv_Cl.Ctrl",5495,"Cooling 3point valve close - Value",BOOL,R,0
"CoolVlv_Cl.Enabled",5496,"Cooling 3point valve close - Digital output enabled",BOOL,RW,0
"CoolVlv_Cl.HW_Val",5497,"Cooling 3point valve close - Hardware value",BOOL,RW,0
"CoolVlv_Cl.Man",5498,"Cooling 3point valve close - Manual value",USINT,RW,0
"CoolVlv_Op.Ctrl",5500,"Coolng 3point valve open  - Value",BOOL,R,0
"CoolVlv_Op.Enabled",5501,"Coolng 3point valve open  - Digital output enabled",BOOL,RW,0
"CoolVlv_Op.HW_Val",5502,"Coolng 3point valve open  - Hardware value",BOOL,RW,0
"CoolVlv_Op.Man",5503,"Coolng 3point valve open  - Manual value",USINT,RW,0
"Cool_1.Ctrl",5505,"Cooling device - Value",BOOL,RW,0
"Cool_1.Enabled",5506,"Cooling device - Digital output enabled",BOOL,RW,0
"Cool_1.HW_Val",5507,"Cooling device - Hardware value",BOOL,R,0
"Cool_1.Man",5508,"Cooling device - Manual value",USINT,RW,0
"Cool_2.Ctrl",5510,"Cooling device 2nd step - Value",BOOL,R,0
"Cool_2.Enabled",5511,"Cooling device 2nd step - Digital output enabled",BOOL,RW,0
"Cool_2.HW_Val",5512,"Cooling device 2nd step - Hardware value",BOOL,R,0
"Cool_2.Man",5513,"Cooling device 2nd step - Manual value",USINT,RW,0
"Cooling_PID_Seq[0]",5515,"Cooling request",REAL,R,0.00
"Cooling_PID_Seq[2]",5517,"Cooling request",REAL,R,0.00
"Cooling_PID_Seq[4]",5519,"Cooling request",REAL,R,100.00
"Cooling_PID_Seq[5]",5520,"Cooling request",REAL,R,0.00
"CrankCasePrbChk",5531,"Crankcase probe type",USINT,RW,1
"CrankCaseSet",5532,"Temperature setpoint crankcase heater",REAL,RW,2.00
"CurrAirFlwSetP_Val",5533,"Air flow current setpoint ",REAL,R,80.00
"CurrAirQualitySetP_Val",5534,"Current air quality setpoint",REAL,R,900.00
"CurrHumSetP_Val",5536,"Actual humidity setpoint",REAL,R,50.00
"CurrRetAirFlwSetP_Val",5538,"Current air flow setpoint",REAL,R,60.00
"CurrRoomTempSetP_Val",5539,"Actual room temperature setpoint",REAL,R,22.00
"CurrUnitStatus",5541,"Unit status currently active",USINT,R,0
"CurrVer.D",5542,"Current version of the application according to standard - D version of the application",UINT,R,0
"CurrVer.IsBeta",5543,"Current version of the application according to standard - Beta version enable",BOOL,R,1
"CurrVer.X",5545,"Current version of the application according to standard - X version of the application",UINT,R,1
"CurrVer.Y",5546,"Current version of the application according to standard - Y version of the application",UINT,R,1
"CurrVer.Z",5547,"Current version of the application according to standard - Z version of the application",UINT,R,10
"CustomHiDscgPThr",5548,"BLDC high discharge pressure custom limit",REAL,RW,30.00
"CustomLoSuctPThr",5549,"BLDC low suction pressure custom limit",REAL,RW,3.00
"CyclesPerSecond",5550,"Program speed in CyclePerSecond",REAL,R,2.81
"DIN_AlHeat.Enabled",5551,"Digital input heating overload",BOOL,RW,1
"DIN_Alarm_C1.Enabled",5554,"Circuit 1 alarm signal",BOOL,RW,1
"DIN_Alarm_C1.HW_Val",5555,"Circuit 1 alarm signal - Hardware value",BOOL,RW,0
"DIN_Alarm_C1.ReadVal",5556,"Circuit 1 alarm signal - Input value",BOOL,RW,0
"DIN_Alarm_C2.Enabled",5557,"Circuit 2 alarm signal",BOOL,RW,0
"DIN_Alarm_C2.HW_Val",5558,"Circuit 2 alarm signal - Hardware value",BOOL,RW,0
"DIN_Alarm_C2.ReadVal",5559,"Circuit 2 alarm signal - Input value",BOOL,RW,0
